"doc_id","doc_type","title","citation","court","bench","year","primary_article","secondary_articles","legal_topics","url","content"
"case_004","landmark_case","Kesavananda Bharati v. State of Kerala","(1973) 4 SCC 225","Supreme Court of India","13-Judge Constitution Bench (Sikri CJ, Shelat, Hegde, Grover, Ray, Reddy, Palekar, Khanna, Mathew, Beg, Dwivedi, Mukherjea, Chandrachud)","1973","Article 368","Article 13, Article 14, Article 19, Article 31, Preamble","Basic Structure Doctrine, constituent power, constitutional amendments, limits on amending power, judicial review","https://indiankanoon.org/doc/257876/","LANDMARK PRINCIPLE: Formulated the Basic Structure Doctrine; held that Parliament's constituent power to amend the Constitution under Article 368 does not extend to altering or destroying its basic features.

FACTS: His Holiness Kesavananda Bharati, head of Edneer Mutt, challenged the Kerala Land Reforms Act and the 24th, 25th, and 29th Constitutional Amendments, which sought to bypass judicial review of property acquisition.

ISSUE: What is the extent of Parliament's power to amend the Constitution under Article 368, and whether Parliament can abrogate Fundamental Rights.

RELEVANT PROVISIONS: Article 13, Article 31C, Article 368, 24th, 25th, 29th Amendments.

RATIO DECIDENDI: By a historic 7-6 majority, the 13-Judge Bench overruled Golaknath and held that Parliament has wide constituent powers under Article 368 to amend any provision of the Constitution, including Fundamental Rights. However, this power is not unlimited; Parliament cannot alter the 'Basic Structure' or essential constitutional framework. Basic features include supremacy of the Constitution, republican and democratic form of government, secularism, separation of powers, federalism, judicial review, and the rule of law.

FINAL HOLDING: 24th Amendment upheld; second part of Article 31C (barring judicial review) struck down as unconstitutional. Basic Structure doctrine established as the supreme judicial safeguard."
"case_005","landmark_case","Minerva Mills Ltd. v. Union of India","(1980) 3 SCC 625","Supreme Court of India","5-Judge Constitution Bench (Chandrachud CJ, Gupta, Untwalia, Kailasam, Bhagwati)","1980","Article 368","Article 13, Article 14, Article 19, Article 31C","Basic structure, limited amending power, judicial review, harmony between fundamental rights and directive principles","https://indiankanoon.org/doc/1939993/","LANDMARK PRINCIPLE: Held that limited amending power under Article 368 and judicial review are themselves basic features; Fundamental Rights and Directive Principles must exist in harmonious balance.

FACTS: Minerva Mills, a textile undertaking nationalized under the Sick Textile Undertakings Act 1974, challenged Sections 4 and 55 of the 42nd Constitutional Amendment Act, 1976.

ISSUE: Whether Parliament can expand its amending power under Article 368 into an absolute, unlimited power immune from judicial review.

RELEVANT PROVISIONS: Article 368(4), Article 368(5), Article 31C, Article 14, Article 19.

RATIO DECIDENDI: The Supreme Court struck down Clauses (4) and (5) of Article 368. Chief Justice Y.V. Chandrachud observed that a limited amending power is one of the basic features of our Constitution and therefore the limitations on that power cannot be destroyed. Parliament cannot convert a limited power into an unlimited one. The court also struck down the unamended portion of Article 31C that gave absolute primacy to all DPSPs over Articles 14 and 19, observing that Fundamental Rights and Directive Principles are like two wheels of a chariot.

FINAL HOLDING: Sections 4 and 55 of the 42nd Amendment declared unconstitutional. Basic Structure doctrine vigorously reaffirmed."
"case_006","landmark_case","E.P. Royappa v. State of Tamil Nadu","(1974) 4 SCC 3","Supreme Court of India","5-Judge Constitution Bench (Ray CJ, Palekar, Chandrachud, Bhagwati, Krishna Iyer)","1974","Article 14","Article 16","New doctrine of equality, anti-arbitrariness, rule of law, administrative discretion, civil services","https://indiankanoon.org/doc/1331149/","LANDMARK PRINCIPLE: Formulated the new dynamic doctrine of equality, establishing that equality is antithetical to arbitrariness under Article 14.

FACTS: E.P. Royappa, Chief Secretary of Tamil Nadu, was transferred to newly created non-cadre posts (Officer on Special Duty). He challenged the transfer alleging malafide action by Chief Minister M. Karunanidhi and violation of Articles 14 and 16.

ISSUE: Whether arbitrary executive transfer violates Articles 14 and 16, and what constitutes the conceptual scope of equality.

RELEVANT PROVISIONS: Article 14, Article 16.

RATIO DECIDENDI: Justice P.N. Bhagwati propounded the transformative 'anti-arbitrariness' doctrine of equality: 'Equality is a dynamic concept with many aspects and dimensions and it cannot be 'cribbed, cabined and confined' within traditional and doctrinaire limits. From a positivistic point of view, equality is antithetical to arbitrariness. In fact equality and arbitrariness are sworn enemies; one belongs to the rule of law in a republic while the other, to the whim and caprice of an absolute monarch.' Where an act is arbitrary, it implicitly breaches equality.

FINAL HOLDING: Transfer was upheld on facts, but the groundbreaking anti-arbitrariness doctrine became the bedrock of modern Article 14 jurisprudence."
"case_007","landmark_case","Indra Sawhney v. Union of India (Mandal Case)","AIR 1993 SC 477","Supreme Court of India","9-Judge Constitution Bench (Kania CJ, Venkatachaliah, Ahmadi, Shetty, Verma, Sawant, Ramaswamy, Thommen, Sahai)","1992","Article 16","Article 14, Article 15, Article 340, Article 335","OBC reservation, Mandal Commission, creamy layer exclusion, 50% ceiling limit, promotions, backwardness criteria","https://indiankanoon.org/doc/1363234/","LANDMARK PRINCIPLE: Upheld 27% reservation for Other Backward Classes (OBCs) subject to creamy layer exclusion and strict 50% reservation ceiling limit.

FACTS: The V.P. Singh government implemented the Mandal Commission recommendations, reserving 27% of public service posts for Socially and Educationally Backward Classes (OBCs). Prime Minister P.V. Narasimha Rao later added a 10% economic quota for poorer upper castes.

ISSUE: Constitutional validity of 27% OBC reservation under Article 16(4), definition of backward classes, creamy layer exclusion, and 50% limit.

RELEVANT PROVISIONS: Article 16(1), Article 16(4), Article 15(4), Article 340, Article 335.

RATIO DECIDENDI: The 9-Judge Bench held that: (1) Article 16(4) is an emphatic restatement of equality, not an exception to Article 16(1); (2) Caste can be an acceptable starting metric to identify backward classes, provided social and educational backwardness is established; (3) The 'creamy layer' (socially and economically advanced members) must be excluded from OBC reservations; (4) Total reservations under Article 16(4) must not exceed 50% except in extraordinary regional circumstances; (5) Article 16(4) applies only to initial appointments, not promotions; and (6) The 10% economic criteria quota without backwardness was invalid.

FINAL HOLDING: 27% OBC reservation upheld subject to creamy layer exclusion and 50% cap."
"case_008","landmark_case","Shayara Bano v. Union of India","(2017) 9 SCC 1","Supreme Court of India","5-Judge Constitution Bench (Khehar CJ, Kurian Joseph, Nariman, U.U. Lalit, Abdul Nazeer)","2017","Article 14","Article 15, Article 21, Article 25","Triple Talaq, Talaq-e-biddat, manifest arbitrariness, Muslim Personal Law (Shariat) Application Act 1937, gender justice, essential religious practice","https://indiankanoon.org/doc/115701246/","LANDMARK PRINCIPLE: Declared instantaneous Triple Talaq (Talaq-e-biddat) unconstitutional under the doctrine of 'Manifest Arbitrariness' under Article 14.

FACTS: Shayara Bano was divorced by her husband through instantaneous triple talaq (talaq-e-biddat). She filed a writ petition under Article 32 challenging the constitutional validity of triple talaq, polygamy, and nikah halala.

ISSUE: Whether instantaneous Triple Talaq is protected under Article 25 as an essential religious practice, and whether it violates Articles 14, 15, and 21.

RELEVANT PROVISIONS: Article 14, Article 15, Article 21, Article 25, Muslim Personal Law (Shariat) Application Act, 1937 Section 2.

RATIO DECIDENDI: By a 3-2 majority, the Constitution Bench set aside talaq-e-biddat. Justice Nariman and Justice Lalit held that triple talaq is recognized by the 1937 Shariat Act, making it 'law' within the meaning of Article 13. They established the doctrine of 'Manifest Arbitrariness' under Article 14: statutory provisions or customs that are capricious, irrational, or devoid of determining principle violate Article 14. Because triple talaq allows a husband to arbitrarily terminate marriage without reconciliation, it is manifestly arbitrary. Justice Kurian Joseph concurred on the ground that what is bad in theology (Quran) cannot be good in law.

FINAL HOLDING: Practice of Talaq-e-biddat declared unconstitutional, void, and illegal."
"case_009","landmark_case","Navtej Singh Johar v. Union of India","(2018) 10 SCC 1","Supreme Court of India","5-Judge Constitution Bench (Misra CJ, Khanwilkar, Chandrachud, Nariman, Malhotra)","2018","Article 21","Article 14, Article 15, Article 19(1)(a)","Decriminalization of Section 377 IPC, LGBTQ+ rights, constitutional morality, bodily autonomy, sexual orientation, non-discrimination","https://indiankanoon.org/doc/1199182/","LANDMARK PRINCIPLE: Decriminalized consensual homosexual acts between adults; held that sexual orientation is an intrinsic component of Article 21 privacy and Article 14 equality.

FACTS: Members of the LGBTQ+ community, including dancer Navtej Singh Johar, challenged the constitutionality of Section 377 of the Indian Penal Code, which criminalized 'carnal intercourse against the order of nature'.

ISSUE: Whether Section 377 IPC violates fundamental rights of LGBTQ+ individuals under Articles 14, 15, 19, and 21, and whether Suresh Koushal (2014) was wrongly decided.

RELEVANT PROVISIONS: Article 14, Article 15(1), Article 19(1)(a), Article 21, Section 377 IPC.

RATIO DECIDENDI: The 5-Judge Constitution Bench unanimously struck down Section 377 IPC insofar as it criminalizes consensual sexual conduct between adults of the same sex. Chief Justice Dipak Misra and Justice Chandrachud propounded the doctrine of 'Constitutional Morality' over majoritarian social morality. Sexual orientation is a core natural attribute of identity, personal liberty, and human dignity protected by Article 21. Discrimination based on sexual orientation is sex discrimination under Article 15(1). Suresh Koushal was expressly overruled.

FINAL HOLDING: Section 377 declared unconstitutional regarding consensual adult relationships. Historical apology tendered to the LGBTQ+ community."
"case_010","landmark_case","Shreya Singhal v. Union of India","(2015) 5 SCC 1","Supreme Court of India","2-Judge Bench (Chelameswar, Nariman)","2015","Article 19","Article 14, Article 21","Freedom of speech online, Section 66A Information Technology Act, vagueness, chilling effect, discussion vs advocacy vs incitement","https://indiankanoon.org/doc/110813550/","LANDMARK PRINCIPLE: Struck down Section 66A of the Information Technology Act for overbreadth, vagueness, and chilling free speech online under Article 19(1)(a).

FACTS: Two young women were arrested under Section 66A of the IT Act for posting and liking comments on Facebook questioning the total shutdown of Mumbai following the death of a political leader. Law student Shreya Singhal challenged Section 66A via PIL.

ISSUE: Whether Section 66A of the IT Act violates freedom of speech and expression under Article 19(1)(a) and does not qualify as a reasonable restriction under Article 19(2).

RELEVANT PROVISIONS: Article 19(1)(a), Article 19(2), Section 66A IT Act 2000.

RATIO DECIDENDI: Justice Rohinton Nariman drew a critical constitutional distinction between three concepts: (1) Discussion, (2) Advocacy, and (3) Incitement. Mere discussion or advocacy of an unpopular cause cannot be criminalized under Article 19(2); speech can only be restricted when it reaches the threshold of incitement to violence or public disorder. Section 66A was unconstitutionally vague and overbroad because terms like 'annoyance', 'inconvenience', and 'grossly offensive' lacked objective statutory definition, creating a severe chilling effect on speech.

FINAL HOLDING: Section 66A of the IT Act struck down in its entirety as unconstitutional and void."
"case_011","landmark_case","Siddharam Satlingappa Mhetre v. State of Maharashtra","(2011) 1 SCC 694","Supreme Court of India","2-Judge Bench (Dalveer Bhandari, K.S. Radhakrishnan)","2011","Article 21","Article 19, Section 438 CrPC","Anticipatory bail, personal liberty, Section 438 CrPC, arrest safeguards, presumption of innocence","https://indiankanoon.org/doc/1305417/","LANDMARK PRINCIPLE: Ruled that anticipatory bail under Section 438 CrPC is a direct derivative of personal liberty under Article 21 and cannot be arbitrarily curtailed by rigid time limits.

FACTS: Appellant Siddharam Mhetre was implicated in a politically motivated FIR under Section 302 IPC. The High Court rejected his anticipatory bail application.

ISSUE: Scope and ambit of anticipatory bail under Section 438 CrPC, whether courts can impose artificial time limits on pre-arrest bail, and its relationship with Article 21.

RELEVANT PROVISIONS: Article 21, Section 438 Code of Criminal Procedure 1973.

RATIO DECIDENDI: The Supreme Court held that the right to anticipatory bail is intrinsically linked to the sanctity of personal liberty guaranteed under Article 21. Arbitrary arrests cause irreparable humiliation and reputational damage. The court held that Section 438 must be interpreted expansively to protect citizens against unjustified harassment. Imposing artificial expiry dates or restricting bail until the filing of the chargesheet contradicts the legislative intent of Section 438.

FINAL HOLDING: Anticipatory bail should ordinarily continue until the conclusion of trial unless exceptional circumstances warrant cancellation."
"case_012","landmark_case","D.K. Basu v. State of West Bengal","(1997) 1 SCC 416","Supreme Court of India","2-Judge Bench (Kuldip Singh, A.S. Anand)","1997","Article 21","Article 22, Article 32","Custodial violence, torture, arrest guidelines, memo of arrest, right to medical examination, right to inform next of kin","https://indiankanoon.org/doc/501107/","LANDMARK PRINCIPLE: Formulated 11 mandatory guidelines governing arrest and detention to eradicate custodial torture and deaths under Article 21.

FACTS: Executive Chairman of Legal Aid Services, West Bengal addressed a letter regarding frequent custodial deaths and police violence, which the Supreme Court treated as a PIL.

ISSUE: Whether custodial torture, assault, and death in police lockups violate fundamental rights under Article 21 and Article 22, and what procedural safeguards must be mandated.

RELEVANT PROVISIONS: Article 21, Article 22, Code of Criminal Procedure.

RATIO DECIDENDI: Custodial violence, torture, and lock-up deaths strike at the very soul of the rule of law and human dignity protected under Article 21. Any form of torture or cruel, inhuman, or degrading treatment of detainees falls foul of Article 21, whether during investigation or interrogation. The court exercised judicial lawmaking to lay down 11 mandatory directions (such as identifying arresting officers, preparing an arrest memo witnessed by an independent person, informing family within 8-12 hours, and conducting medical examinations every 48 hours).

FINAL HOLDING: 11 D.K. Basu arrest guidelines made mandatory across India; custodial violence made subject to strict departmental and criminal contempt liability."
"case_013","landmark_case","Vishaka v. State of Rajasthan","(1997) 6 SCC 241","Supreme Court of India","3-Judge Bench (Verma CJ, Sujata Manohar, Kirpal)","1997","Article 14","Article 15, Article 19(1)(g), Article 21, Article 142, CEDAW","Workplace sexual harassment, Vishaka guidelines, CEDAW convention, judicial lawmaking, gender equality, safe work environment","https://indiankanoon.org/doc/1031794/","LANDMARK PRINCIPLE: Formulated the historic 'Vishaka Guidelines' against workplace sexual harassment, deriving enforceable norms from Articles 14, 19, 21, and international treaties under Article 142.

FACTS: Bhanwari Devi, a social worker in Rajasthan campaigning against child marriage, was brutally gang-raped. The trial court acquitted the accused. Social action groups filed a PIL for women's workplace safety.

ISSUE: In the absence of domestic legislation, can the Supreme Court formulate binding norms under Articles 32 and 142 to prevent workplace sexual harassment?

RELEVANT PROVISIONS: Article 14, Article 15, Article 19(1)(g), Article 21, Article 142, CEDAW.

RATIO DECIDENDI: The Supreme Court held that sexual harassment in the workplace violates gender equality (Articles 14 & 15), the right to carry on trade/profession (Article 19(1)(g)), and the right to life with dignity (Article 21). In the absence of domestic legislation, international conventions like CEDAW must be read into fundamental rights under Article 142 to fill legislative vacuums.

FINAL HOLDING: Mandatory Vishaka Guidelines issued requiring Internal Complaints Committees (ICC) in all workplaces (later codified into the POSH Act, 2013)."
"case_014","landmark_case","S.R. Bommai v. Union of India","(1994) 3 SCC 1","Supreme Court of India","9-Judge Constitution Bench (Ratnavel Pandian, Ahmadi, Kuldip Singh, Verma, Sawant, Ramaswamy, Agarwal, Reddy, Sen)","1994","Article 356","Article 74, Article 355, Basic Structure","President's rule, dissolution of State assemblies, federalism, secularism as basic structure, judicial review of presidential proclamation, floor test","https://indiankanoon.org/doc/1514672/","LANDMARK PRINCIPLE: Subordinated the exercise of President's Rule under Article 356 to strict judicial review; affirmed Federalism and Secularism as unalterable Basic Features.

FACTS: Karnataka Chief Minister S.R. Bommai's government was dismissed under Article 356 following alleged defecting legislators, without being allowed a floor test. Several State governments were similarly dismissed.

ISSUE: Scope of judicial review over Presidential Proclamation under Article 356, power to dissolve State assemblies, and status of secularism and federalism.

RELEVANT PROVISIONS: Article 356, Article 74(2), Article 355, Basic Structure.

RATIO DECIDENDI: The 9-Judge Bench laid down seminal constitutional rules: (1) Federalism and Secularism are essential parts of the Basic Structure; (2) The President's power under Article 356 is conditional, and the proclamation is subject to judicial review; (3) The Legislative Assembly cannot be dissolved until both Houses of Parliament approve the Proclamation; (4) If the proclamation is struck down as malafide or unconstitutional, the court has the power to resurrect the dismissed ministry and restore the dissolved Assembly; (5) The floor of the House is the only valid forum to test majority, not Raj Bhavan.

FINAL HOLDING: Proclamations in Karnataka and Meghalaya held unconstitutional; federal discipline enforced on Article 356."
"case_015","landmark_case","Secretary, State of Karnataka v. Umadevi (3)","(2006) 4 SCC 1","Supreme Court of India","5-Judge Constitution Bench (Sabharwal CJ, Arun Kumar, G.P. Mathur, C.K. Thakker, P.K. Balasubramanyan)","2006","Article 14","Article 16, Article 309","Public employment, contractual appointments, regularisation, rule of law, back-door entry, Article 16 open competition","https://indiankanoon.org/doc/816154/","LANDMARK PRINCIPLE: Ruled that temporary, contractual, and ad-hoc employees have no fundamental right to regularization in public employment without open competition under Article 16.

FACTS: Temporary and daily-wage workers appointed in various Karnataka departments sought regularization of service based on long years of service, citing Article 14.

ISSUE: Can courts direct regularization of contractual, daily-wage, or ad-hoc public workers when appointments bypassed constitutional recruitment procedures under Articles 14 and 16?

RELEVANT PROVISIONS: Article 14, Article 16, Article 309.

RATIO DECIDENDI: The Constitution Bench ruled that public employment must conform to Articles 14 and 16, guaranteeing open competition, equal opportunity, and merit-based recruitment. Regularizing employees who obtained 'back-door entry' without fair selection deprives qualified citizens of their constitutional right to compete for public posts. Courts cannot issue mandamus directing regularization of illegal appointments, though irregular employees who served 10 years or more without court orders could be considered as a one-time measure.

FINAL HOLDING: Commercial or compassionate regularization barred; adherence to constitutional recruitment mandates affirmed."
"case_016","landmark_case","Olga Tellis v. Bombay Municipal Corporation (Pavement Dwellers Case)","(1985) 3 SCC 545","Supreme Court of India","5-Judge Constitution Bench (Chandrachud CJ, Murtaza Fazal Ali, Tulzapurkar, Reddy, Varadarajan)","1985","Article 21","Article 14, Article 19(1)(e), Article 39(a), Article 41","Right to livelihood, pavement dwellers, eviction without notice, natural justice, estoppel against fundamental rights","https://indiankanoon.org/doc/709776/","LANDMARK PRINCIPLE: Right to Life under Article 21 includes the Right to Livelihood; no person can be evicted from shelter without procedural fairness and natural justice.

FACTS: In 1981, Bombay Municipal Corporation and Maharashtra State undertook forcible eviction and demolition of thousands of pavement and slum dwellings without prior notice or alternative rehabilitation.

ISSUE: Whether the right to life guaranteed by Article 21 includes the right to livelihood, and whether municipal authorities can evict pavement dwellers without prior notice.

RELEVANT PROVISIONS: Article 21, Article 14, Article 19(1)(e), Bombay Municipal Corporation Act 1888 Section 314.

RATIO DECIDENDI: Chief Justice Y.V. Chandrachud delivered the unanimous ruling: 'An important facet of the right to life is the right to livelihood. If the right to livelihood is not treated as a part of the constitutional right to life, the easiest way of depriving a person of his life would be to deprive him of his means of livelihood.' To deprive a person of their livelihood is to strip their life of its meaningful content. Even though public footpaths are meant for pedestrian transit, municipal authorities exercising power of eviction under Section 314 must adhere to procedural natural justice and provide reasonable notice and hearing before demolition.

FINAL HOLDING: Right to livelihood declared an integral part of Article 21. Evictions must be humane, giving adequate opportunity and alternate transit sites where feasible."
"case_017","landmark_case","Francis Coralie Mullin v. Administrator, Union Territory of Delhi","(1981) 1 SCC 608","Supreme Court of India","2-Judge Bench (Bhagwati, Murtaza Fazal Ali)","1981","Article 21","Article 14, Article 19","Right to live with human dignity, prisoners' rights, COFEPOSA detenu, family visits, right to legal counsel","https://indiankanoon.org/doc/1712542/","LANDMARK PRINCIPLE: Right to Life means the Right to Live with Human Dignity, not mere animal existence or physical survival.

FACTS: British national Francis Coralie Mullin was detained in Tihar Central Jail under the Conservation of Foreign Exchange and Prevention of Smuggling Activities Act (COFEPOSA). She was restricted from interviewing her lawyer and seeing her young daughter without bureaucratic permissions.

ISSUE: Whether arbitrary restrictions on a prisoner's right to meet family and legal counsel violate fundamental rights under Article 21.

RELEVANT PROVISIONS: Article 21, Article 14, COFEPOSA Detention Conditions.

RATIO DECIDENDI: Justice P.N. Bhagwati articulated the foundational dignity jurisprudence: 'We think that the right to life includes the right to live with human dignity and all that goes along with it, namely, the bare necessaries of life such as adequate nutrition, clothing and shelter and facilities for reading, writing and expressing oneself in diverse forms.' The right to life under Article 21 cannot be restricted to mere animal existence. A prisoner or preventive detenu retains all constitutional fundamental rights except those legitimately curtailed by detention. Denying a detenu access to counsel and family is an unreasonable deprivation of dignity.

FINAL HOLDING: Detenu has a fundamental right under Article 21 to meet legal counsel and family members without humiliating obstacles."
"case_018","landmark_case","Hussainara Khatoon (I to VI) v. Home Secretary, State of Bihar","(1979) 3 SCC 816","Supreme Court of India","3-Judge Bench (Bhagwati, Koshal, Sen)","1979","Article 21","Article 39A, Article 32","Right to speedy trial, undertrial prisoners, free legal aid, bail reforms, systemic criminal injustice","https://indiankanoon.org/doc/1373215/","LANDMARK PRINCIPLE: Established the Right to Speedy Trial and Free Legal Aid as essential fundamental rights under Article 21.

FACTS: An investigative series of articles in the Indian Express exposed thousands of undertrial prisoners languishing in Bihar jails for decades, awaiting trial for periods far exceeding the maximum statutory sentence for their alleged offences. Advocate Pushpa Kapila Hingorani filed a habeas corpus PIL.

ISSUE: Whether prolonged detention of undertrials without trial violates Article 21, and whether the right to speedy trial and legal aid are fundamental rights.

RELEVANT PROVISIONS: Article 21, Article 39A, Section 167 CrPC.

RATIO DECIDENDI: Justice P.N. Bhagwati held that 'speedy trial' is an integral and essential part of the fundamental right to life and personal liberty enshrined in Article 21. No procedure which does not ensure a reasonably quick trial can be regarded as 'just, fair, and reasonable' under the Maneka Gandhi test. The state cannot plead administrative or financial inability to deny this right. The court also held that free legal aid to impoverished accused facing imprisonment is an implicit constitutional command under Article 21 and Article 39A.

FINAL HOLDING: Immediate release of over 40,000 undertrials ordered. Right to speedy trial affirmed as a constitutional guarantee."
"case_019","landmark_case","Sunil Batra v. Delhi Administration","(1980) 3 SCC 488","Supreme Court of India","3-Judge Bench (Krishna Iyer, Pathak, Reddy)","1980","Article 21","Article 14, Article 19, Article 32, Prisons Act 1894","Prisoners' rights, bar fetters, solitary confinement, custodial torture, epistolary jurisdiction, judicial monitoring","https://indiankanoon.org/doc/1410148/","LANDMARK PRINCIPLE: Enforced constitutional rights within prison walls; held that convicts are not denuded of fundamental rights and prohibited solitary confinement.

FACTS: Sunil Batra, a death-row prisoner in Tihar Jail, sent a handwritten letter on scrap paper to Supreme Court Justice V.R. Krishna Iyer reporting that a jail warden had brutally assaulted another prisoner (Prem Chand) to extort money. The court treated the letter as a habeas corpus petition.

ISSUE: Can courts intervene under Article 32 to protect prisoners against custodial torture, and whether prisoners lose their fundamental rights upon incarceration.

RELEVANT PROVISIONS: Article 14, Article 19, Article 21, Article 32, Prisons Act 1894 Sections 30, 46, 56.

RATIO DECIDENDI: Justice V.R. Krishna Iyer laid down that conviction for a crime does not reduce a human being to a non-person. Prisoners retain all fundamental rights under Part III, subject only to those deprivations necessitated by the fact of imprisonment. Solitary confinement, imposition of iron fetters, and physical torture without judicial authority violate Articles 14, 19, and 21. The court affirmed 'epistolary jurisdiction'—allowing letters from prisoners to activate the court's writ power.

FINAL HOLDING: Inhuman prison practices and arbitrary solitary confinement declared unconstitutional; district judges empowered to inspect prisons regularly."
"case_020","landmark_case","Selvi v. State of Karnataka","(2010) 7 SCC 263","Supreme Court of India","3-Judge Bench (Balakrishnan CJ, Raveendran, Dalveer Bhandari)","2010","Article 20","Article 21, Code of Criminal Procedure","Narco-analysis, polygraph lie-detector, BEAP brain-mapping, self-incrimination, mental privacy, bodily autonomy, forced testimony","https://indiankanoon.org/doc/1547842/","LANDMARK PRINCIPLE: Involuntary administration of narco-analysis, polygraph, and brain-mapping violates the protection against self-incrimination under Article 20(3) and mental privacy under Article 21.

FACTS: Petitioners challenged the involuntary use of neuro-scientific investigative techniques (Narco-analysis using sodium pentothal, Polygraph test, and Brain Electrical Activation Profile / BEAP) on accused persons without their consent.

ISSUE: Whether forced administration of neuro-scientific investigative techniques violates Article 20(3) (protection against self-incrimination) and Article 21 (right to privacy and bodily integrity).

RELEVANT PROVISIONS: Article 20(3), Article 21, Section 161(2) CrPC, Indian Evidence Act Section 27.

RATIO DECIDENDI: The Supreme Court held that the compulsory administration of narco-analysis, polygraph, and brain-mapping violates the right against self-incrimination under Article 20(3). Forcible intrusion into an individual's subconscious mental processes deprives them of the choice between speech and silence. Furthermore, subjecting an individual to such physical and mental intrusion without consent violates bodily integrity and the 'mental privacy' facet of personal liberty under Article 21. The court permitted such tests ONLY when voluntarily undergone, but held that test results themselves cannot be admitted as substantive evidence.

FINAL HOLDING: Involuntary narco-analysis, polygraph, and brain-mapping declared unconstitutional and inadmissible in evidence."
"case_021","landmark_case","Common Cause v. Union of India","(2018) 5 SCC 1","Supreme Court of India","5-Judge Constitution Bench (Misra CJ, Sikri, Khanwilkar, Chandrachud, Ashok Bhushan)","2018","Article 21","Article 14, Article 19","Passive euthanasia, advance medical directive, living will, right to die with dignity, vegetative state, medical autonomy","https://indiankanoon.org/doc/1715421/","LANDMARK PRINCIPLE: Recognized the fundamental right to die with dignity as part of Article 21 and legalized passive euthanasia and advance medical directives (Living Wills).

FACTS: NGO Common Cause filed a writ petition seeking recognition of the right to die with dignity and the execution of living wills for terminally ill patients in permanent vegetative states.

ISSUE: Whether the right to life with dignity under Article 21 includes the right to die with dignity, and whether passive euthanasia and advance medical directives are legally permissible.

RELEVANT PROVISIONS: Article 21, Medical Council of India Regulations.

RATIO DECIDENDI: The 5-Judge Constitution Bench unanimously affirmed that the right to life under Article 21 encompasses the right to live with dignity up to the point of death, including a dignified dying process. Prolonging terminal agony through artificial life-support systems against a patient's informed autonomy violates Article 21. The court recognized the distinction between active euthanasia (which remains an offence) and passive euthanasia (withholding or withdrawing life support), holding passive euthanasia permissible under strict medical safeguards. It recognized the constitutional validity of 'Advance Medical Directives' (Living Wills).

FINAL HOLDING: Passive euthanasia and Living Wills legalized; detailed procedural guidelines laid down to protect terminally ill patients."
"case_022","landmark_case","People's Union for Civil Liberties (PUCL) v. Union of India (Telephone Tapping Case)","(1997) 1 SCC 301","Supreme Court of India","2-Judge Bench (Kuldip Singh, Saghir Ahmad)","1997","Article 21","Article 19(1)(a), Telegraph Act Section 5(2)","Telephone tapping, right to privacy, surveillance, freedom of speech, procedural safeguards, Review Committee","https://indiankanoon.org/doc/1218090/","LANDMARK PRINCIPLE: Held that telephone tapping infringes the Right to Privacy under Article 21 and Freedom of Speech under Article 19(1)(a) unless strictly justified by public emergency.

FACTS: PUCL challenged the rampant, uncontrolled interception and tapping of telephone conversations of political leaders and citizens by government intelligence agencies under Section 5(2) of the Indian Telegraph Act, 1885.

ISSUE: Whether telephone tapping violates the right to privacy under Article 21 and freedom of expression under Article 19(1)(a), and whether statutory safeguards are mandatory.

RELEVANT PROVISIONS: Article 19(1)(a), Article 19(2), Article 21, Section 5(2) Indian Telegraph Act 1885.

RATIO DECIDENDI: The Supreme Court held that telephonic conversations are an intimate part of modern private life. Intercepting or tapping telephone calls constitutes a direct invasion of an individual's privacy under Article 21 and impermissibly curtails freedom of speech and expression under Article 19(1)(a). Telephone tapping under Section 5(2) of the Telegraph Act can ONLY be sanctioned upon the occurrence of a 'public emergency' or in the interest of 'public safety'. In the absence of statutory procedural safeguards, the court formulated mandatory guidelines requiring authorizations to be issued only by the Home Secretary, valid for max 2 months, and reviewed by a Cabinet Review Committee.

FINAL HOLDING: Strict procedural safeguards mandated for telephone surveillance; arbitrary state tapping held unconstitutional."
